id,destinationTable,participant,sourceTable,statement,submitTime,canBeDisplayed,correct,count,problem
2489,NULL,12709539,NULL,"SELECT LAT, STT, ISPREF FROM juliett WHERE TS = 'P' ORDER BY SUI DESC;","2020-09-29 14:20:53.057000",0,0,0,"Problem 9"
2492,NULL,5249203,NULL,"SELECT rsab, tfr FROM delta WHERE cfr < 1650 AND tfr < 1900","2020-09-29 14:21:01.804000",0,0,0,"Problem 4"
2493,NULL,20127165,NULL,"SELECT DISTINCT SVER FROM golf WHERE SVER < 2000;","2020-09-29 14:21:03.549000",0,0,0,"Problem 7"
2497,NULL,12709539,NULL,"SELECT LAT, STT, ISPREF FROM juliett WHERE TS = 'P' ORDER BY SUI DESC, ISPREF;","2020-09-29 14:21:16.153000",0,0,0,"Problem 9"
2498,NULL,20127165,NULL,"SELECT DISTINCT SVER FROM golf WHERE SVER < 1996;","2020-09-29 14:21:22.921000",0,1,0,"Problem 7"
2499,NULL,5249203,NULL,"SELECT RSAB, TFR FROM delta WHERE cfr < 1650 AND tfr < 1900","2020-09-29 14:21:23.991000",0,1,0,"Problem 4"
2500,NULL,12709539,NULL,"SELECT SUI, LAT, STT, ISPREF FROM juliett WHERE TS = 'P' ORDER BY SUI DESC, ISPREF;","2020-09-29 14:21:29.318000",0,0,0,"Problem 9"
2502,NULL,17512399,NULL,"SELECT * FROM foxtrot f WHERE f.TTY = 'SY'","2020-09-29 14:21:38.759000",0,0,0,"Problem 6"
2503,NULL,17512399,NULL,"SELECT * FROM foxtrot f WHERE f.TTY = 'SY'","2020-09-29 14:21:39.281000",0,0,0,"Problem 6"
2505,NULL,12709539,NULL,"SELECT SUI, LAT, STT, ISPREF FROM juliett WHERE TS = 'P' ORDER BY SUI DESC;","2020-09-29 14:21:41.646000",0,0,0,"Problem 9"
2508,NULL,17512399,NULL,"SELECT * FROM foxtrot f WHERE f.TTY = 'SY' OR f.TTY = 'PT'","2020-09-29 14:21:52.528000",0,0,0,"Problem 6"
2509,NULL,17512399,NULL,"SELECT * FROM foxtrot f WHERE f.TTY = 'SY' OR f.TTY = 'PT'","2020-09-29 14:21:52.534000",0,0,0,"Problem 6"
2511,NULL,17512399,NULL,"SELECT * FROM foxtrot f WHERE f.TTY = 'SY' OR f.TTY = 'PT'","2020-09-29 14:21:49.592000",0,0,0,"Problem 6"
2517,NULL,17512399,NULL,"SELECT * FROM foxtrot f WHERE f.TTY = 'SY' OR f.TTY = 'PT';","2020-09-29 14:22:39.379000",0,0,0,"Problem 6"
2518,NULL,17512399,NULL,"SELECT * FROM foxtrot f WHERE f.TTY = 'SY' OR f.TTY = 'PT';","2020-09-29 14:22:39.874000",0,0,0,"Problem 6"
2519,NULL,17512399,NULL,"SELECT * FROM foxtrot f WHERE f.TTY = 'SY' OR f.TTY = 'PT';","2020-09-29 14:22:40.022000",0,0,0,"Problem 6"
2520,NULL,17512399,NULL,"SELECT * FROM foxtrot f WHERE f.TTY = 'SY' OR f.TTY = 'PT';","2020-09-29 14:22:40.186000",0,0,0,"Problem 6"
2526,NULL,17512399,NULL,"SELECT * FROM foxtrot WHERE TTY = 'SY' or TTY = 'PT'","2020-09-29 14:23:36.974000",0,0,0,"Problem 6"
2527,NULL,17512399,NULL,"SELECT * FROM foxtrot WHERE TTY = 'SY' or TTY = 'PT'","2020-09-29 14:23:37.371000",0,0,0,"Problem 6"
2528,NULL,17512399,NULL,"SELECT * FROM foxtrot WHERE TTY = 'SY' or TTY = 'PT'","2020-09-29 14:23:37.505000",0,0,0,"Problem 6"
2529,NULL,3674742,NULL,"select * from foxtrot where tty = "PT" or (tty = "SY" and sad = "RXNORM");","2020-09-29 14:23:38.807000",0,0,0,"Problem 6"
2531,NULL,3674742,NULL,"select * from foxtrot where tty = "PT" or (tty = "SY" and sab = "RXNORM");","2020-09-29 14:23:49.761000",0,0,0,"Problem 6"
2533,NULL,7005339,NULL,"SELECT SVER FROM GOLF WHERE SVER < 2000 GROUP BY SVER","2020-09-29 14:24:05.337000",0,0,0,"Problem 7"
2536,NULL,5249203,NULL,"select * from alpha where min = 0","2020-09-29 14:24:20.271000",0,1,0,"Problem 1"
2538,NULL,7005339,NULL,"SELECT SVER FROM GOLF WHERE SVER < 1995 GROUP BY SVER","2020-09-29 14:24:29.466000",0,0,0,"Problem 7"
2540,NULL,7005339,NULL,"SELECT SVER FROM GOLF WHERE SVER <= 1995 GROUP BY SVER","2020-09-29 14:24:36.098000",0,0,0,"Problem 7"
2544,NULL,17512399,NULL,"SELECT * FROM foxtrot WHERE TTY = 'PT' OR (TTY = 'SY' and MRRANK_RANK > 400);","2020-09-29 14:24:47.181000",0,1,0,"Problem 6"
2545,NULL,17512399,NULL,"SELECT * FROM foxtrot WHERE TTY = 'PT' OR (TTY = 'SY' and MRRANK_RANK > 400);","2020-09-29 14:24:47.886000",0,1,0,"Problem 6"
2547,NULL,3674742,NULL,"select * from foxtrot where tty = "PT" or (tty = "SY" and mr_rank > 404);","2020-09-29 14:24:53.565000",0,0,0,"Problem 6"
2549,NULL,17512399,NULL,"SELECT * FROM foxtrot WHERE TTY = 'PT' OR (TTY = 'SY' and MRRANK_RANK > 400);","2020-09-29 14:25:01.609000",0,0,0,"Problem 9"
2550,NULL,3674742,NULL,"select * from foxtrot where tty = "PT" or (tty = "SY" and mrrank_rank > 404);","2020-09-29 14:25:11.384000",0,1,0,"Problem 6"
2552,NULL,7005339,NULL,"SELECT SVER FROM GOLF WHERE SVER <= 1995 GROUP BY SVER ORDER BY VCUI","2020-09-29 14:25:11.419000",0,0,0,"Problem 7"
2557,NULL,14427508,NULL,"SELECT * FROM kilo WHERE CUI >= 2349","2020-09-29 14:25:19.272000",0,0,0,"Problem 10"
2559,NULL,20127165,NULL,"SELECT LAT, STT, ISPREF FROM india i, juliett j WHERE i.CUI = j.CUI","2020-09-29 14:25:44.813000",0,0,0,"Problem 9"
2562,NULL,12709539,NULL,"SELECT LAT, STT, ISPREF FROM juliett WHERE CUI = 'C0000005' OR CUI = 'C0000275';","2020-09-29 14:25:52.451000",0,0,0,"Problem 9"
2588,NULL,3674742,NULL,"select * from hotel order by tut","2020-09-29 14:26:48.283000",0,0,0,"Problem 8"
2592,NULL,14427508,NULL,"SELECT * FROM kilo WHERE CUI = LUI","2020-09-29 14:27:01.623000",0,0,0,"Problem 10"
2593,NULL,5249203,NULL,"select * from charlie where tfr < 1900 and cfr < 1650","2020-09-29 14:27:05.941000",0,0,0,"Problem 3"
2595,NULL,3674742,NULL,"select * from hotel order by tui;","2020-09-29 14:27:07.409000",0,0,0,"Problem 8"
2598,NULL,14427508,NULL,"SELECT * FROM kilo WHERE CUI = LUI","2020-09-29 14:27:09.111000",0,0,0,"Problem 10"
2601,NULL,3674742,NULL,"select * from hotel order by tui desc;","2020-09-29 14:27:18.469000",0,0,0,"Problem 8"
2606,NULL,14427508,NULL,"SELECT * FROM kilo","2020-09-29 14:27:31.236000",0,0,0,"Problem 10"
2611,NULL,5249203,NULL,"select * from charlie where tfr < 1970 and cfr < 1650","2020-09-29 14:28:00.136000",0,1,0,"Problem 3"
2613,NULL,3674742,NULL,"select Cui, tui, sin from hotel order by tui desc;","2020-09-29 14:28:04.764000",0,0,0,"Problem 8"
2614,NULL,3674742,NULL,"select Cui, tui, stn from hotel order by tui desc;","2020-09-29 14:28:08.172000",0,0,0,"Problem 8"
2620,NULL,14427508,NULL,"SELECT * FROM kilo WHERE CUI >= 2349;","2020-09-29 14:28:32.016000",0,0,0,"Problem 10"
2621,NULL,14427508,NULL,"SELECT * FROM kilo WHERE CUI >= 2349;","2020-09-29 14:28:35.852000",0,0,0,"Problem 10"
2622,NULL,14427508,NULL,"SELECT * FROM kilo WHERE CUI =LUI;","2020-09-29 14:28:43.801000",0,0,0,"Problem 10"
2637,NULL,3674742,NULL,"select Cui, tui, stn from hotel order by tui desc, Cui asc;","2020-09-29 14:28:53.786000",0,0,0,"Problem 8"
2639,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL FROM charlie WHERE SF = 'MTHMST' OR SF = 'ICPC' OR SF = 'CSS' OR SF = 'AOT' OR SF = 'TKMT';","2020-09-29 14:28:56.879000",0,0,0,"Problem 3"
2641,NULL,14427508,NULL,"SELECT * FROM kilo WHERE kilo.CUI >= 2349;","2020-09-29 14:29:04.440000",0,0,0,"Problem 10"
2643,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL FROM charlie WHERE SF = 'MTHMST' OR SF = 'ICPC' OR SF = 'CCS' OR SF = 'AOT' OR SF = 'TKMT';","2020-09-29 14:29:06.881000",0,0,0,"Problem 3"
2645,NULL,7005339,NULL,"SELECT sver, COUNT(*) FROM golf GROUP BY sver HAVING COUNT(*) > 1","2020-09-29 14:29:16.946000",0,0,0,"Problem 7"
2647,NULL,14427508,NULL,"SELECT * FROM kilo a WHERE a.CUI >= 2349;","2020-09-29 14:29:23.980000",0,0,0,"Problem 10"
2649,NULL,5249203,NULL,"select DISTINCT SVER where sver < 1996","2020-09-29 14:29:33.269000",0,0,0,"Problem 7"
2651,NULL,14427508,NULL,"SELECT * FROM kilo a WHERE a.CUI = a.LUI;","2020-09-29 14:29:36.825000",0,0,0,"Problem 10"
2652,NULL,3674742,NULL,"select * from hotel order by tui desc, Cui asc;","2020-09-29 14:29:41.023000",0,1,0,"Problem 8"
2655,NULL,5249203,NULL,"select DISTINCT SVER from golf where sver < 1996","2020-09-29 14:29:50.351000",0,1,0,"Problem 7"
2662,NULL,20127165,NULL,"SELECT LAT, STT, ISPREF FROM india i, juliett j WHERE i.CUI = j.CUI GROUP BY i.CUI","2020-09-29 14:30:24.315000",0,0,0,"Problem 9"
2665,NULL,3674742,NULL,"select * from alpha where min = 0;","2020-09-29 14:30:27.506000",0,1,0,"Problem 1"
2668,NULL,20127165,NULL,"SELECT LAT, STT, ISPREF FROM india i, juliett j WHERE i.CUI = j.CUI GROUP BY j.CUI","2020-09-29 14:30:33.585000",0,0,0,"Problem 9"
2672,NULL,20127165,NULL,"SELECT LAT, STT, ISPREF FROM india i, juliett j WHERE i.CUI = j.CUI GROUP BY j.CUI","2020-09-29 14:30:37.878000",0,0,0,"Problem 9"
2675,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL FROM charlie WHERE CONTAINS(TTYL, 'PT');","2020-09-29 14:30:56.037000",0,0,0,"Problem 3"
2682,NULL,14427508,NULL,"SELECT DISTINCT * FROM kilo","2020-09-29 14:31:27.529000",0,0,0,"Problem 10"
2687,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL FROM charlie WHERE TTYL LIKE '%PT%';","2020-09-29 14:31:42.750000",0,0,0,"Problem 3"
2690,NULL,3674742,NULL,"select distinct sver from golf where sver <= 1995;","2020-09-29 14:31:49.705000",0,0,0,"Problem 7"
2694,NULL,3674742,NULL,"select sver from golf where sver <= 1995 group by ever;","2020-09-29 14:32:05.974000",0,0,0,"Problem 7"
2695,NULL,3674742,NULL,"select sver from golf where sver <= 1995 group by sver;","2020-09-29 14:32:09.986000",0,0,0,"Problem 7"
2702,NULL,20127165,NULL,"SELECT * FROM hotel ORDER BY TUI DESC;","2020-09-29 14:32:50.941000",0,0,0,"Problem 8"
2708,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL FROM charlie WHERE TFR > CFR;","2020-09-29 14:33:18.277000",0,0,0,"Problem 3"
2710,NULL,20127165,NULL,"SELECT * FROM hotel ORDER BY CUI, TUI DESC;","2020-09-29 14:33:19.573000",0,0,0,"Problem 8"
2712,NULL,3674742,NULL,"select cui1 Rui from bravo where rel = "ro";","2020-09-29 14:33:33.198000",0,0,0,"Problem 2"
2714,NULL,20127165,NULL,"SELECT * FROM hotel ORDER BY TUI DESC, CUI;","2020-09-29 14:33:45.213000",0,1,0,"Problem 8"
2715,NULL,3674742,NULL,"select cui1, Rui from bravo where rel = "ro";","2020-09-29 14:33:48.291000",0,0,0,"Problem 2"
2716,NULL,3674742,NULL,"select cui1, Rui from bravo where rel = "ro";","2020-09-29 14:33:50.381000",0,0,0,"Problem 2"
2720,NULL,3674742,NULL,"select CUI1, RUI from bravo where rel = "ro";","2020-09-29 14:34:07.881000",0,0,0,"Problem 2"
2725,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL FROM charlie LIMIT 8;","2020-09-29 14:34:10.721000",0,0,0,"Problem 3"
2731,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL FROM charlie LIMIT 7;","2020-09-29 14:34:16.477000",0,0,0,"Problem 3"
2732,NULL,5249203,NULL,"select LAT STT ISPREF from juliett j, india i where i.cui = j.cui","2020-09-29 14:34:20.091000",0,0,0,"Problem 9"
2737,NULL,5249203,NULL,"select LAT, STT, ISPREF from juliett j, india i where i.cui = j.cui","2020-09-29 14:34:32.425000",0,0,0,"Problem 9"
2739,NULL,3674742,NULL,"select CUI1, RUI from bravo where rel = "ro" or rel = "SY";","2020-09-29 14:34:39.301000",0,0,0,"Problem 2"
2743,NULL,3674742,NULL,"select CUI1, RUI from bravo where rel = "ro";","2020-09-29 14:34:52.870000",0,0,0,"Problem 2"
2747,NULL,7005339,NULL,"SELECT CUI1, RUI FROM bravo where REL = RO","2020-09-29 14:35:35.965000",0,0,0,"Problem 2"
2750,NULL,7005339,NULL,"SELECT CUI1, RUI FROM bravo","2020-09-29 14:36:00.645000",0,0,0,"Problem 2"
2752,NULL,5249203,NULL,"select LAT, STT, ISPREF from juliett j, india i where i.cui = j.cui and j.ts = 'p'","2020-09-29 14:36:02.621000",0,0,0,"Problem 9"
2770,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL FROM charlie;","2020-09-29 14:37:01.027000",0,0,0,"Problem 3"
2773,NULL,7005339,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL = RO","2020-09-29 14:37:16.669000",0,0,0,"Problem 2"
2775,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL FROM charlie LIMIT 7;","2020-09-29 14:37:24.438000",0,0,0,"Problem 3"
2780,NULL,20127165,NULL,"SELECT * FROM foxtrot WHERE TTY = 'PT' OR (TTY = 'SY' AND SAB = 'RXNORM), ORDER BY MRRANK_RANK;","2020-09-29 14:37:43.465000",0,0,0,"Problem 6"
2782,NULL,5249203,NULL,"select * from hotel order by tut desc","2020-09-29 14:38:02.767000",0,0,0,"Problem 8"
2783,NULL,5249203,NULL,"select * from hotel order by tui desc","2020-09-29 14:38:06.651000",0,0,0,"Problem 8"
2784,NULL,7680650,NULL,"SELECT * FROM alpha WHERE MIN = 0;","2020-09-29 14:38:11.125000",0,1,0,"Problem 1"
2785,NULL,7005339,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL = 'RO'","2020-09-29 14:38:14.089000",0,0,0,"Problem 2"
2790,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL WHERE TFR != CFR;","2020-09-29 14:38:30.825000",0,0,0,"Problem 3"
2791,NULL,20127165,NULL,"SELECT * FROM foxtrot WHERE TTY = 'PT' OR (TTY = 'SY' AND SAB = 'RXNORM) ORDER BY MRRANK_RANK;","2020-09-29 14:38:36.702000",0,0,0,"Problem 6"
2792,NULL,3674742,NULL,"select * from kilo group by lui","2020-09-29 14:38:37.571000",0,1,0,"Problem 10"
2793,NULL,5249203,NULL,"select * from hotel order by tui desc, cui","2020-09-29 14:38:40.285000",0,1,0,"Problem 8"
2794,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL FROM charlie WHERE TFR != CFR;","2020-09-29 14:38:41.773000",0,0,0,"Problem 3"
2798,NULL,20127165,NULL,"SELECT * FROM foxtrot WHERE TTY = 'PT'","2020-09-29 14:38:54.848000",0,0,0,"Problem 6"
2799,NULL,17512399,NULL,"SELECT * FROM india i, juliett j WHERE i.CUI = j.CUI;","2020-09-29 14:38:59.487000",0,0,0,"Problem 9"
2801,NULL,17512399,NULL,"SELECT * FROM india i, juliett j WHERE i.CUI = j.CUI;","2020-09-29 14:39:00.189000",0,0,0,"Problem 9"
2802,NULL,17512399,NULL,"SELECT * FROM india i, juliett j WHERE i.CUI = j.CUI;","2020-09-29 14:39:00.330000",0,0,0,"Problem 9"
2803,NULL,17512399,NULL,"SELECT * FROM india i, juliett j WHERE i.CUI = j.CUI;","2020-09-29 14:39:00.500000",0,0,0,"Problem 9"
2808,NULL,20127165,NULL,"SELECT * FROM foxtrot WHERE TTY = 'PT' OR (TTY = 'SY' AND SAB = 'RXNORM)","2020-09-29 14:39:13.880000",0,0,0,"Problem 6"
2809,NULL,14427508,NULL,"SELECT CUI1, RUI FROM bravo","2020-09-29 14:39:26.145000",0,0,0,"Problem 2"
2823,NULL,20127165,NULL,"SELECT * FROM foxtrot WHERE (TTY = 'PT' OR (TTY = 'SY' AND SAB = 'RXNORM))","2020-09-29 14:40:27.642000",0,0,0,"Problem 6"
2826,NULL,20127165,NULL,"SELECT * FROM foxtrot WHERE (TTY = 'PT' OR (TTY = 'SY' AND SAB = 'RXNORM'))","2020-09-29 14:40:39.674000",0,0,0,"Problem 6"
2832,NULL,20127165,NULL,"SELECT * FROM foxtrot WHERE (TTY = 'PT' OR (TTY = 'SY' AND MRRANK_RANK > 400))","2020-09-29 14:41:03.996000",0,1,0,"Problem 6"
2833,NULL,7680650,NULL,"SELECT * FROM charlie WHERE SF = 'MTHMST' OR SF = 'ICPC' OR SF = 'CCS' OR SF = 'AOT' OR SF = 'TKMT';","2020-09-29 14:41:03.806000",0,0,0,"Problem 3"
2834,NULL,14427508,NULL,"SELECT CUI1, RUI FROM bravo WHERE bravo.RUI=R165238590 OR bravo.RUI=R167106427 OR bravo.RUI=R03088111;","2020-09-29 14:41:09.860000",0,0,0,"Problem 2"
2835,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL FROM charlie LIMIT 50%;","2020-09-29 14:41:13.945000",0,0,0,"Problem 3"
2838,NULL,7005339,NULL,"SELECT CUI1, RUI FROM bravo a join bravo b on a.cui1 = b.cui1","2020-09-29 14:41:23.775000",0,0,0,"Problem 2"
2841,NULL,14427508,NULL,"SELECT CUI1, RUI FROM bravo WHERE bravo.RUI = R165238590 OR bravo.RUI = R167106427 OR bravo.RUI = R03088111;","2020-09-29 14:41:31.049000",0,0,0,"Problem 2"
2844,NULL,12709539,NULL,"SELECT RSAB, SF, TFR, CFR, TTYL FROM charlie LIMIT 7;","2020-09-29 14:41:34.942000",0,0,0,"Problem 3"
2845,NULL,5249203,NULL,"select CUI1, RUI from bravo where aui2 = ‘A18182073’ or aui2 is null","2020-09-29 14:41:40.271000",0,0,0,"Problem 2"
2850,NULL,14427508,NULL,"SELECT CUI1, RUI FROM bravo WHERE bravo.RUI = 'R165238590' OR bravo.RUI = 'R167106427' OR bravo.RUI = 'R03088111';","2020-09-29 14:42:02.757000",0,0,0,"Problem 2"
2856,NULL,7680650,NULL,"SELECT * FROM charlie WHERE TFR < 2000;","2020-09-29 14:42:37.381000",0,0,0,"Problem 3"
2859,NULL,5249203,NULL,"select CUI1, RUI from bravo where aui2 = A18182073 or aui2 is null","2020-09-29 14:42:42.383000",0,0,0,"Problem 2"
2860,NULL,5249203,NULL,"select CUI1, RUI from bravo where aui2 = "A18182073" or aui2 is null","2020-09-29 14:42:52.273000",0,0,0,"Problem 2"
2861,NULL,5249203,NULL,"select CUI1, RUI from bravo where aui2 = "A18182073" or aui2 is null","2020-09-29 14:42:49.183000",0,0,0,"Problem 2"
2862,NULL,14427508,NULL,"SELECT CUI1, RUI FROM bravo WHERE bravo.RUI = 'R165238590' OR bravo.RUI = 'R167106427' OR bravo.RUI = 'R118308873';","2020-09-29 14:42:56.406000",0,0,0,"Problem 2"
2866,NULL,14427508,NULL,"SELECT CUI1, RUI FROM bravo WHERE bravo.RUI = 'R165238590' OR bravo.RUI = 'R167106427' OR bravo.RUI = 'R03088111';","2020-09-29 14:43:22.284000",0,0,0,"Problem 2"
2868,NULL,14427508,NULL,"SELECT CUI1, RUI FROM bravo WHERE bravo.RUI = 'R165238590' OR bravo.RUI = 'R167106427' OR bravo.RUI = 'R03088111';","2020-09-29 14:43:24.589000",0,0,0,"Problem 2"
2869,NULL,14427508,NULL,"SELECT CUI1, RUI FROM bravo WHERE bravo.RUI = 'R165238590' OR bravo.RUI = 'R167106427' OR bravo.RUI = 'R03088111';","2020-09-29 14:43:26.896000",0,0,0,"Problem 2"
