id,destinationTable,participant,sourceTable,statement,submitTime,canBeDisplayed,correct,count,problem
2495,NULL,19275509,NULL,"SELECT row FROM alpha WHERE min = 0","2020-09-29 14:21:08.079000",0,0,0,"Problem 1"
2496,NULL,19275509,NULL,"SELECT col FROM alpha WHERE min = 0","2020-09-29 14:21:15.317000",0,0,0,"Problem 1"
2501,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE REL IN ("RO", "SY")","2020-09-29 14:21:31.470000",0,0,0,"Problem 2"
2507,NULL,7337269,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL = 'RO'","2020-09-29 14:21:46.804000",0,0,0,"Problem 3"
2510,NULL,7337269,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL = 'RO'","2020-09-29 14:21:52.578000",0,0,0,"Problem 2"
2512,NULL,7337269,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL = 'RO'","2020-09-29 14:21:55.939000",0,0,0,"Problem 2"
2513,NULL,16441753,NULL,"SELECT RSAB, TFR FROM delta WHERE TTYL LIKE  '%PT%' and WHERE TFR < 2000;","2020-09-29 14:22:03.204000",0,0,0,"Problem 4"
2514,NULL,11628613,NULL,"SELECT CUI1, RUI FROM  bravo
WHERE REL = 'RO'","2020-09-29 14:22:12.382000",0,0,0,"Problem 2"
2515,NULL,19275509,NULL,"SELECT * FROM alpha WHERE min = 0","2020-09-29 14:22:28.166000",0,1,0,"Problem 1"
2516,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE RUI IN ("R165238590", "R167106427", "R03088111")","2020-09-29 14:22:27.730000",0,0,0,"Problem 2"
2521,NULL,16441753,NULL,"SELECT RSAB, TFR FROM delta WHERE TTYL LIKE  '%PT%' AND TFR < 2000;","2020-09-29 14:22:48.977000",0,0,0,"Problem 4"
2522,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE RUI IN ("R118308873", "R166372213", "R167106427")","2020-09-29 14:22:57.447000",0,0,0,"Problem 2"
2524,NULL,17664102,NULL,"SELECT SVER FROM golf WHERE row <=5","2020-09-29 14:23:21.188000",0,0,0,"Problem 7"
2525,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC WHERE TTY = 'SY', 'PT'","2020-09-29 14:23:28.382000",0,0,0,"Problem 6"
2530,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC WHERE TTY = 'SY', 'PT';","2020-09-29 14:23:46.946000",0,0,0,"Problem 6"
2532,NULL,16441753,NULL,"SELECT RSAB, TFR FROM delta WHERE TTYL LIKE  '%PT%' AND TFR < 1700;","2020-09-29 14:24:00.928000",0,0,0,"Problem 4"
2534,NULL,16441753,NULL,"SELECT RSAB, TFR FROM delta WHERE TTYL LIKE  '%PT%' AND TFR < 2000;","2020-09-29 14:24:17.969000",0,0,0,"Problem 4"
2535,NULL,16441753,NULL,"SELECT RSAB, TFR FROM delta WHERE TTYL LIKE  '%PT%' AND TFR < 2000;","2020-09-29 14:24:13.063000",0,0,0,"Problem 4"
2537,NULL,9608459,NULL,"SELECT Lat, STT, ISPREF FROM juliett WHERE juliett.CUI = india.CUI","2020-09-29 14:24:25.089000",0,0,0,"Problem 9"
2539,NULL,11628613,NULL,"SELECT * FROM
WHERE MIN = 0","2020-09-29 14:24:35.097000",0,0,0,"Problem 1"
2543,NULL,11628613,NULL,"SELECT * FROM
WHERE MIN = '0'","2020-09-29 14:24:47.086000",0,0,0,"Problem 1"
2553,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot WHERE TTY = 'SY', 'PT' ORDER BY MRRANK_RANK DESC ;","2020-09-29 14:25:14.528000",0,0,0,"Problem 6"
2555,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot WHERE TTY = 'SY', 'PT' ORDER BY MRRANK_RANK DESC ;","2020-09-29 14:25:15.897000",0,0,0,"Problem 6"
2556,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot WHERE TTY = 'SY', 'PT' ORDER BY MRRANK_RANK DESC ;","2020-09-29 14:25:15.883000",0,0,0,"Problem 6"
2563,NULL,16441753,NULL,"SELECT RSAB, TFR FROM delta WHERE TTYL LIKE  '%PT%' AND CFR < 1795;","2020-09-29 14:25:55.259000",0,0,0,"Problem 4"
2564,NULL,9608459,NULL,"SELECT Lat, STT, ISPREF FROM juliett WHERE juliett.CUI = india.CUI;","2020-09-29 14:25:57.774000",0,0,0,"Problem 9"
2565,NULL,16441753,NULL,"SELECT RSAB, TFR FROM delta WHERE TTYL LIKE  '%PT%' AND CFR < 1795;","2020-09-29 14:26:00.178000",0,0,0,"Problem 4"
2566,NULL,15877846,NULL,"SELECT DISTINCT sver FROM golf WHERE sver< 1996","2020-09-29 14:26:05.019000",0,0,0,"Problem 7"
2567,NULL,6654782,NULL,"SELECT RSAB, TSAR FROM delta WHERE cfr < 1650;","2020-09-29 14:26:08.715000",0,0,0,"Problem 4"
2568,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC WHERE TTY = 'SY';","2020-09-29 14:26:11.394000",0,0,0,"Problem 6"
2569,NULL,6654782,NULL,"SELECT RSAB, TFR FROM delta WHERE cfr < 1650;","2020-09-29 14:26:20.037000",0,1,0,"Problem 4"
2570,NULL,16441753,NULL,"SELECT RSAB, TFR, CFR FROM delta WHERE TTYL LIKE  '%PT%' AND CFR < 1795;","2020-09-29 14:26:23.091000",0,0,0,"Problem 4"
2571,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC WHERE TTY = 'SY', 'PT';","2020-09-29 14:26:22.211000",0,0,0,"Problem 6"
2572,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC WHERE TTY = 'SY', 'PT';","2020-09-29 14:26:23.185000",0,0,0,"Problem 6"
2573,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC WHERE TTY = 'SY', 'PT';","2020-09-29 14:26:21.343000",0,0,0,"Problem 6"
2574,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC WHERE TTY = 'SY', 'PT';","2020-09-29 14:26:23.516000",0,0,0,"Problem 6"
2575,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC WHERE TTY = 'SY', 'PT';","2020-09-29 14:26:23.524000",0,0,0,"Problem 6"
2576,NULL,16663250,NULL,"SELECT DISTINCT SAB, DISTINCT MRRANK_RANK, TTY, SUPPRESS FROM foxtrot WHERE SUPPRESS = 'N' ORDER BY MRRANK_RANK","2020-09-29 14:26:23.567000",0,0,0,"Problem 6"
2577,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC WHERE TTY = 'SY', 'PT';","2020-09-29 14:26:23.881000",0,0,0,"Problem 6"
2578,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC WHERE TTY = 'SY', 'PT';","2020-09-29 14:26:23.844000",0,0,0,"Problem 6"
2579,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC WHERE TTY = 'SY', 'PT';","2020-09-29 14:26:23.954000",0,0,0,"Problem 6"
2580,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC WHERE TTY = 'SY', 'PT';","2020-09-29 14:26:24.141000",0,0,0,"Problem 6"
2581,NULL,1827820,NULL,"SELECT  DISTINCT MRRANK_RANK, SAB, TTY, SUPRESS FROM foxtrot ORDER BY MRRANK_RANK DESC;","2020-09-29 14:26:34.580000",0,0,0,"Problem 6"
2582,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE REL = "RO"","2020-09-29 14:26:37.419000",0,0,0,"Problem 2"
2583,NULL,16441753,NULL,"SELECT RSAB, TFR, CFR FROM delta WHERE TTYL LIKE  '%PT%' AND CFR < 1695;","2020-09-29 14:26:43.238000",0,0,0,"Problem 4"
2584,NULL,11628613,NULL,"SELECT * FROM alpha
WHERE MIN = '0'","2020-09-29 14:26:39.349000",0,1,0,"Problem 1"
2585,NULL,11628613,NULL,"SELECT * FROM alpha
WHERE MIN = '0'","2020-09-29 14:26:41.715000",0,1,0,"Problem 1"
2587,NULL,15877846,NULL,"SELECT DISTINCT SVER FROM golf WHERE SVER< 1996","2020-09-29 14:26:46.803000",0,1,0,"Problem 7"
2589,NULL,16441753,NULL,"SELECT RSAB, TFR FROM delta WHERE TTYL LIKE  '%PT%' AND CFR < 1695;","2020-09-29 14:26:51.032000",0,0,0,"Problem 4"
2590,NULL,16663250,NULL,"SELECT DISTINCT MRRANK_RANK, DISTINCT SAB, TTY, SUPPRESS FROM foxtrot WHERE SUPPRESS = 'N' ORDER BY MRRANK_RANK","2020-09-29 14:26:53.896000",0,0,0,"Problem 6"
2594,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE REL = "RO" AND STYPE2 != "AUI"","2020-09-29 14:27:06.174000",0,0,0,"Problem 2"
2596,NULL,19275509,NULL,"SELECT * FROM bravo WHERE rel = "RO"","2020-09-29 14:27:09.127000",0,0,0,"Problem 2"
2599,NULL,16441753,NULL,"SELECT RSAB, TFR FROM delta WHERE TTYL LIKE  '%T%' AND CFR < 1695;","2020-09-29 14:27:11.254000",0,1,0,"Problem 4"
2600,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE REL = "RO" AND STYPE2 != "AUI"","2020-09-29 14:27:16.135000",0,0,0,"Problem 2"
2603,NULL,9608459,NULL,"SELECT Lat, STT, ISPREF FROM juliett, india WHERE juliett.CUI = india.CUI;","2020-09-29 14:27:24.579000",0,0,0,"Problem 9"
2604,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE REL = "RO" OR REL = "SY"","2020-09-29 14:27:30.350000",0,0,0,"Problem 2"
2605,NULL,19275509,NULL,"SELECT * FROM bravo WHERE REL = "RO"","2020-09-29 14:27:29.972000",0,0,0,"Problem 2"
2608,NULL,7337269,NULL,"SELECT* FROM kilo GROUP BY LUI","2020-09-29 14:27:36.496000",0,1,0,"Problem 10"
2609,NULL,17664102,NULL,"SELECT DISTINCT ATNL, AUI1, AUI2 FROM alpha","2020-09-29 14:27:36.978000",0,0,0,"Problem 1"
2612,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE (REL = "RO" OR REL = "SY") AND STYPE2 != "AUI"","2020-09-29 14:27:58.442000",0,0,0,"Problem 2"
2615,NULL,18567078,NULL,"SELECT * FROM echo WHERE MRRANK_RANL < 385","2020-09-29 14:28:12.824000",0,0,0,"Problem 5"
2616,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL = "RO"","2020-09-29 14:28:18.419000",0,0,0,"Problem 2"
2617,NULL,6654782,NULL,"SELECT DISTINCT * FROM kilo","2020-09-29 14:28:20.407000",0,0,0,"Problem 10"
2619,NULL,6654782,NULL,"SELECT DISTINCT * FROM kilo WHERE ;","2020-09-29 14:28:29.750000",0,0,0,"Problem 10"
2623,NULL,18567078,NULL,"SELECT * FROM echo WHERE MRRANK_RANK < 385","2020-09-29 14:28:47.806000",0,0,0,"Problem 5"
2624,NULL,18567078,NULL,"SELECT * FROM echo WHERE MRRANK_RANK < 385","2020-09-29 14:28:50.986000",0,0,0,"Problem 5"
2625,NULL,18567078,NULL,"SELECT * FROM echo WHERE MRRANK_RANK < 385","2020-09-29 14:28:50.639000",0,0,0,"Problem 5"
2626,NULL,18567078,NULL,"SELECT * FROM echo WHERE MRRANK_RANK < 385","2020-09-29 14:28:51.139000",0,0,0,"Problem 5"
2627,NULL,18567078,NULL,"SELECT * FROM echo WHERE MRRANK_RANK < 385","2020-09-29 14:28:51.139000",0,0,0,"Problem 5"
2628,NULL,6654782,NULL,"SELECT DISTINCT * FROM kilo  ;","2020-09-29 14:28:52.369000",0,0,0,"Problem 10"
2629,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL = "RO", "SY"","2020-09-29 14:28:52.531000",0,0,0,"Problem 2"
2630,NULL,6654782,NULL,"SELECT DISTINCT * FROM kilo  ;","2020-09-29 14:28:50.126000",0,0,0,"Problem 10"
2631,NULL,18567078,NULL,"SELECT * FROM echo WHERE MRRANK_RANK < 385","2020-09-29 14:28:52.367000",0,0,0,"Problem 5"
2632,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE (REL = "RO")","2020-09-29 14:28:52.876000",0,0,0,"Problem 2"
2633,NULL,18567078,NULL,"SELECT * FROM echo WHERE MRRANK_RANK < 385","2020-09-29 14:28:52.975000",0,0,0,"Problem 5"
2634,NULL,6654782,NULL,"SELECT DISTINCT * FROM kilo  ;","2020-09-29 14:28:53.051000",0,0,0,"Problem 10"
2635,NULL,6654782,NULL,"SELECT DISTINCT * FROM kilo  ;","2020-09-29 14:28:53.407000",0,0,0,"Problem 10"
2636,NULL,6654782,NULL,"SELECT DISTINCT * FROM kilo  ;","2020-09-29 14:28:53.622000",0,0,0,"Problem 10"
2638,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL = "RO"and "SY"","2020-09-29 14:28:56.500000",0,0,0,"Problem 2"
2640,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL = "RO"","2020-09-29 14:29:02.136000",0,0,0,"Problem 2"
2642,NULL,9608459,NULL,"SELECT Lat, STT, ISPREF FROM juliett, india WHERE juliett.CUI = india.CUI AND juliett.TS = 'P';","2020-09-29 14:29:04.947000",0,0,0,"Problem 9"
2644,NULL,1827820,NULL,"SELECT * FROM alpha WHERE MIN = 0;","2020-09-29 14:29:16.761000",0,1,0,"Problem 1"
2646,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE (REL = "RO" OR REL = "SY") AND STYPE2 != "AUI"","2020-09-29 14:29:18.350000",0,0,0,"Problem 2"
2648,NULL,6654782,NULL,"SELECT DISTINCT LUI  FROM kilo  ;","2020-09-29 14:29:29.297000",0,0,0,"Problem 10"
2653,NULL,1827820,NULL,NULL,"2020-09-29 14:29:42.878000",0,0,0,"Problem 2"
2654,NULL,6654782,NULL,"SELECT DISTINCT LUI, CUI FROM kilo  ;","2020-09-29 14:29:44.807000",0,0,0,"Problem 10"
2656,NULL,7337269,NULL,"SELECT* FROM foxtrot WHERE TTY = 'PT' OR 'SY'","2020-09-29 14:29:49.458000",0,0,0,"Problem 6"
2658,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL = "RO" && "SY"","2020-09-29 14:29:58.904000",0,0,0,"Problem 2"
2660,NULL,6654782,NULL,"SELECT DISTINCT LUI FROM kilo  ;","2020-09-29 14:30:09.883000",0,0,0,"Problem 10"
2661,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE (REL = "RO" OR REL = "SY") AND STYPE2 != "AUI" AND AU1 != "A28315139"","2020-09-29 14:30:15.886000",0,0,0,"Problem 2"
2663,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE (REL = "RO" OR REL = "SY") AND STYPE2 != "AUI" AND AUI != "A28315139"","2020-09-29 14:30:26.328000",0,0,0,"Problem 2"
2664,NULL,7337269,NULL,"SELECT* FROM foxtrot WHERE TTY = 'PT' OR TTY = 'SY'","2020-09-29 14:30:30.301000",0,0,0,"Problem 6"
2666,NULL,6654782,NULL,"SELECT DISTINCT LUI, CUI FROM kilo  ;","2020-09-29 14:30:30.372000",0,0,0,"Problem 10"
2669,NULL,7337269,NULL,"SELECT* FROM foxtrot WHERE TTY = 'PT' OR TTY = 'SY'","2020-09-29 14:30:34.432000",0,0,0,"Problem 6"
2670,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL = "RO"","2020-09-29 14:30:35.608000",0,0,0,"Problem 2"
2671,NULL,7337269,NULL,"SELECT* FROM foxtrot WHERE TTY = 'PT' OR TTY = 'SY'","2020-09-29 14:30:36.799000",0,0,0,"Problem 6"
2673,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE (REL = "RO" OR REL = "SY") AND STYPE2 != "AUI"","2020-09-29 14:30:41.474000",0,0,0,"Problem 2"
2674,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE (REL = "RO" OR REL = "SY") AND STYPE2 != "AUI"  AND AUI1 != "A28315139"","2020-09-29 14:30:48.133000",0,0,0,"Problem 2"
2676,NULL,6654782,NULL,"SELECT DISTINCT LUI, NON DISTINCT CUI FROM kilo  ;","2020-09-29 14:30:59.167000",0,0,0,"Problem 10"
2677,NULL,16663250,NULL,"SELECT DISTINCT MRRANK_RANK, DISTINCT SAB, TTY, SUPPRESS FROM foxtrot WHERE TTY = SY OR TTY = PT ORDER BY MRRANK_RANK DESC","2020-09-29 14:31:01.566000",0,0,0,"Problem 6"
2678,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL != "SDUI"","2020-09-29 14:31:07.711000",0,0,0,"Problem 2"
2679,NULL,16441753,NULL,"SELECT SVER FROM golf;","2020-09-29 14:31:10.601000",0,0,0,"Problem 7"
2680,NULL,15877846,NULL,"SELECT RSAB, TFR FROM delta WHERE  CFR <=1634","2020-09-29 14:31:11.748000",0,1,0,"Problem 4"
2681,NULL,7337269,NULL,"SELECT* FROM foxtrot WHERE TTY = 'PT' OR MRRANK_RANK = 405","2020-09-29 14:31:17.723000",0,0,0,"Problem 6"
2683,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL = "RO"","2020-09-29 14:31:27.621000",0,0,0,"Problem 2"
2684,NULL,7337269,NULL,"SELECT* FROM foxtrot WHERE TTY = 'PT' OR TTY = 'SY'","2020-09-29 14:31:34.169000",0,0,0,"Problem 6"
2685,NULL,17664102,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL=RO","2020-09-29 14:31:36.764000",0,0,0,"Problem 2"
2688,NULL,17664102,NULL,"SELECT CUI1, RUI FROM bravo WHERE REL='RO'","2020-09-29 14:31:48.544000",0,0,0,"Problem 2"
2691,NULL,11628613,NULL,"SELECT DISTINCT * FROM kilo
ORDER BY LUI","2020-09-29 14:31:56.354000",0,0,0,"Problem 10"
2692,NULL,7337269,NULL,"SELECT* FROM foxtrot WHERE TTY = 'PT' OR (TTY = 'SY' AND MRRANK_RANK > 400)","2020-09-29 14:31:59.793000",0,1,0,"Problem 6"
2693,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE STYPE1 && STYPE2 != "SDUI"","2020-09-29 14:32:01.452000",0,0,0,"Problem 2"
2696,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE STYPE1= "SDUI"","2020-09-29 14:32:12.216000",0,0,0,"Problem 2"
2697,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE STYPE1= "SDUI"","2020-09-29 14:32:15.762000",0,0,0,"Problem 2"
2701,NULL,11628613,NULL,"SELECT CUI, DISTINCT LUI FROM kilo
ORDER BY LUI","2020-09-29 14:32:36.536000",0,0,0,"Problem 10"
2703,NULL,1827820,NULL,"SELECT CUI1, RUI FROM bravo WHERE RUI = 'R165238590' AND RUI = 'R167106427' AND RUI = 'R03088111';","2020-09-29 14:32:54.569000",0,0,0,"Problem 2"
2704,NULL,9608459,NULL,"SELECT * FROM alpha WHERE alpha.MIN = 0;","2020-09-29 14:33:00.950000",0,1,0,"Problem 1"
2705,NULL,16663250,NULL,"SELECT DISTINCT MRRANK_RANK, DISTINCT SAB, TTY, SUPPRESS FROM foxtrot WHERE TTY = 'SY' OR TTY = 'PT' ORDER BY MRRANK_RANK DESC","2020-09-29 14:33:01.585000",0,0,0,"Problem 6"
2706,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE STYPE1= "RO"","2020-09-29 14:33:09.885000",0,0,0,"Problem 2"
2707,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE STYPE1= "RO"","2020-09-29 14:33:16.232000",0,0,0,"Problem 2"
2709,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE (REL = "RO" OR REL = "SY" OR "CUI") AND STYPE2 != "AUI"","2020-09-29 14:33:17.511000",0,0,0,"Problem 2"
2711,NULL,16441753,NULL,"SELECT SVER FROM golf WHERE RCUI LIKE '%91%' OR '%97%';","2020-09-29 14:33:26.150000",0,0,0,"Problem 7"
2713,NULL,899324,NULL,"SELECT DISTINCT CUI1, RUI FROM bravo WHERE (REL = "RO" OR REL = "SY" OR REL = "CUI") AND STYPE2 != "AUI"","2020-09-29 14:33:43.487000",0,0,0,"Problem 2"
2717,NULL,19275509,NULL,"SELECT CUI1, RUI FROM bravo WHERE STYPE1= "RO"","2020-09-29 14:33:56.305000",0,0,0,"Problem 2"
2718,NULL,11628613,NULL,"SELECT DISTINCT LUI CUI FROM kilo
ORDER BY LUI","2020-09-29 14:33:57.297000",0,0,0,"Problem 10"
2719,NULL,6654782,NULL,"SELECT CUI, DISTINCT LUI FROM kilo  ;","2020-09-29 14:34:00.036000",0,0,0,"Problem 10"
2721,NULL,6654782,NULL,"SELECT CUI, DISTINCT LUI FROM kilo  ;","2020-09-29 14:34:09.003000",0,0,0,"Problem 10"
2722,NULL,6654782,NULL,"SELECT CUI, DISTINCT LUI FROM kilo  ;","2020-09-29 14:34:10.097000",0,0,0,"Problem 10"
2723,NULL,11628613,NULL,"SELECT DISTINCT LUI FROM kilo
ORDER BY LUI","2020-09-29 14:34:10.177000",0,0,0,"Problem 10"
2724,NULL,6654782,NULL,"SELECT CUI, DISTINCT LUI FROM kilo  ;","2020-09-29 14:34:10.643000",0,0,0,"Problem 10"
2726,NULL,6654782,NULL,"SELECT CUI, DISTINCT LUI FROM kilo  ;","2020-09-29 14:34:10.938000",0,0,0,"Problem 10"
2727,NULL,6654782,NULL,"SELECT CUI, DISTINCT LUI FROM kilo  ;","2020-09-29 14:34:10.999000",0,0,0,"Problem 10"
2728,NULL,6654782,NULL,"SELECT CUI, DISTINCT LUI FROM kilo  ;","2020-09-29 14:34:11.127000",0,0,0,"Problem 10"
2729,NULL,6654782,NULL,"SELECT CUI, DISTINCT LUI FROM kilo  ;","2020-09-29 14:34:11.274000",0,0,0,"Problem 10"
2730,NULL,6654782,NULL,"SELECT CUI, DISTINCT LUI FROM kilo  ;","2020-09-29 14:34:11.416000",0,0,0,"Problem 10"
2733,NULL,1827820,NULL,"SELECT CUI1, RUI FROM bravo WHERE CUI2 = 'C0364349';","2020-09-29 14:34:21.320000",0,1,0,"Problem 2"
2734,NULL,15877846,NULL,"SELECT * FROM foxtrot WHERE DISTINCT SAB","2020-09-29 14:34:23.126000",0,0,0,"Problem 6"
